filepath,label,split
features/mel_dd_2c_coswara/long/p0NEd67WfNMVpZuyt7ECTS6VxDa2_deep.npy,long,train
features/mel_dd_2c_coswara/long/DBRoQFTQR2dq3OQAMYmPcFsbReH2_deep.npy,long,train
features/mel_dd_2c_coswara/long/DtJl7zpcS5NjbdMwBA0mVinAANt1_deep.npy,long,train
features/mel_dd_2c_coswara/long/0bcMNFt3dlPlUPTyCO8DVAlbTUC3_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200413_9ypQNsTsSQYlx72wxTLrHzzNoAJ2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_ByeE6FPls3S20RP7vxsLDkmqpA32_deep.npy,long,train
features/mel_dd_2c_coswara/long/kJgNi53JN1OeAn5d9BwbUrvUjf43_deep.npy,long,train
features/mel_dd_2c_coswara/long/4kto18R8RwXJ0C7c0oCORNU4GZz2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_h0XfL2JtCLb7hgupJ7lLQJ0fzgF2_deep.npy,long,train
features/mel_dd_2c_coswara/long/DIaVEL0f1kXNG6KXgBMEQ54yirD3_deep.npy,long,train
features/mel_dd_2c_coswara/long/8jj80VIjJDhstlysp9ak8kFJwex1_deep.npy,long,train
features/mel_dd_2c_coswara/long/WscnqzOzFwUvHbl7MKfRcioUI9t1_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_bGAOAliULjMQIFSvoMFuNCedl582_deep.npy,long,train
features/mel_dd_2c_coswara/long/teOvCnrHvkhO4p7XASV9OXfL0k72_deep.npy,long,train
features/mel_dd_2c_coswara/long/dtV4ZlnWakRFGKpIfiUqdu3q6iq1_deep.npy,long,train
features/mel_dd_2c_coswara/long/IYNMqzUgqfdUnKv5uRtM4BOnOBq2_deep.npy,long,train
features/mel_dd_2c_coswara/long/NjLggybuDbN2vcR2Va2hyDuDwQv2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_y71bldtMZsh4Qemwyr86rXevPcH2_deep.npy,long,train
features/mel_dd_2c_coswara/long/A7tcR4TNNfYhbtnLDTckg6yUVho1_deep.npy,long,train
features/mel_dd_2c_coswara/long/l0PKph2FdVW5pGpo8cXFg6vj2DN2_deep.npy,long,train
features/mel_dd_2c_coswara/long/wnYwVtKVX9f8UdFFAkWGUvN98V83_deep.npy,long,train
features/mel_dd_2c_coswara/long/QC2olizheGbckya2rPjOWhn00vp1_deep.npy,long,train
features/mel_dd_2c_coswara/long/BdJTNoebc9X4fQNSUGhjBVVADvr2_deep.npy,long,train
features/mel_dd_2c_coswara/long/BRi5khF6PxMORMTOXjeS6r2dNqt1_deep.npy,long,train
features/mel_dd_2c_coswara/long/XUsJp0qysAPtu3vBI0UCiHRJhZ22_deep.npy,long,train
features/mel_dd_2c_coswara/long/NWqfdBx5mrglkG4TJ5Gt9mVnYOo2_deep.npy,long,train
features/mel_dd_2c_coswara/long/kus7obTENSPvUNbwD2yi6vUi0x23_deep.npy,long,train
features/mel_dd_2c_coswara/long/LC266EVhXoa7KP4o3naQ6oZczml1_deep.npy,long,train
features/mel_dd_2c_coswara/long/FLhjsgqrgQMKwNt5iEryxG5sDlW2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_dosEoi5rKRVXDZzENH1QpxCfPWu1_deep.npy,long,train
features/mel_dd_2c_coswara/long/U5bTmSt9PRfWHiGleINUHMl8cg13_deep.npy,long,train
features/mel_dd_2c_coswara/long/NRG3cVOEhsTaVQeeNG60tBv247Z2_deep.npy,long,train
features/mel_dd_2c_coswara/long/RN1h8pdpLkMEdRKNVZvFJZqWfGD2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_abpYyjmAQAMGlnyqXPGIL9lbnQo2_deep.npy,long,train
features/mel_dd_2c_coswara/long/6Tn00kNMgrhXRNTtafxIoOoodgm2_deep.npy,long,train
features/mel_dd_2c_coswara/long/oOAokpgIGldpKKlBoPfcyOoycf23_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_mX9OLV39QwhCicc7VLqQyniNdU63_deep.npy,long,train
features/mel_dd_2c_coswara/long/dPi1G2i821MDlbBUQWboTaExz023_deep.npy,long,train
features/mel_dd_2c_coswara/long/bx564wHvi9d0HyJTtdi0haZuU493_deep.npy,long,train
features/mel_dd_2c_coswara/long/DsEh7p2DEgWLuhbSTrqgQnTJJjC2_deep.npy,long,train
features/mel_dd_2c_coswara/long/GuL97vIwJgQudwa7mdoEh33JZnr1_deep.npy,long,train
features/mel_dd_2c_coswara/long/sxkvX8kn2eQnE8pbiKR58Ruea3n2_deep.npy,long,train
features/mel_dd_2c_coswara/long/9esRO6MV7jhuNNWR9i0j6gBrkXG2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200413_maTMkkXbqOhLPOYLpGyMPPigDFt1_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200413_6MmSmB1lmmOiyKNNA0p7IuVe3CA3_deep.npy,long,train
features/mel_dd_2c_coswara/long/vdaDi7xUoVepm15b98az1F6RN1e2_deep.npy,long,train
features/mel_dd_2c_coswara/long/l6OFgjiE4MT6I6wfoYHk208nEaJ3_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200413_uMry1yqi5sNoykw7ySJdITMv2yT2_deep.npy,long,train
features/mel_dd_2c_coswara/long/vtVLtX1PGdX2b2fhF18Fk6DULZ03_deep.npy,long,train
features/mel_dd_2c_coswara/long/Eoyf44CUffgVCPPjJJkopEyAO7k2_deep.npy,long,train
features/mel_dd_2c_coswara/long/jppvqUD1X3VH39cGDRRlmhj4wu12_deep.npy,long,train
features/mel_dd_2c_coswara/long/t2pbxfq394a4oOVoHrwbiUFV85G2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200413_aGEXEhp3mbUandZBtCuEooDQrK53_deep.npy,long,train
features/mel_dd_2c_coswara/long/fICRAm8VbTUrnLQETtJfgQu3q9N2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_PaLptWlM9gTtp7lUybcAaXGkqhj2_deep.npy,long,train
features/mel_dd_2c_coswara/long/imJHn5lm2kNb8LxmSeTGBtm5vAn2_deep.npy,long,train
features/mel_dd_2c_coswara/long/3VCMGx9M1tTUiEcjERCBG6iC1Ko1_deep.npy,long,train
features/mel_dd_2c_coswara/long/4w3GC0eRNVXJ4q4vRLphW9RIiQY2_deep.npy,long,train
features/mel_dd_2c_coswara/long/tiKv850hJFTmpCAvfJOmOOqkeUs1_deep.npy,long,train
features/mel_dd_2c_coswara/long/GWjZnz8QWXXGzHLaG0HNHFyeZgS2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200413_hRB1GYdlKAgCnwg4xFzAUE3SiUG2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_IH5AenjC1DTmH4Rw4PhvnaKHbmw2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_qje01PDBImMG8VBE3hnyw4GbJ7W2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200413_eP8gEM0KcBU6S5JpMdycX74KP3p2_deep.npy,long,train
features/mel_dd_2c_coswara/long/k0uQAYNhiUZvHePzPoWE9wUfBNk2_deep.npy,long,train
features/mel_dd_2c_coswara/long/H9aG9NV6Wae3ATv7xapsyAYdIJy2_deep.npy,long,train
features/mel_dd_2c_coswara/long/7a71ntGZtkQKltg52eiRPJj4cr33_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200413_UiUUhL0PMjWVA6W2dKte1DCE6wG2_deep.npy,long,train
features/mel_dd_2c_coswara/long/zM5GsorprLYElGQ3uJwnU0g0Fwr1_deep.npy,long,train
features/mel_dd_2c_coswara/long/mLARvz7XxoODpubk3Q53K562JVf2_deep.npy,long,train
features/mel_dd_2c_coswara/long/6BT19A6gAlNjbtbe3EdgKQc4kkH3_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_j0q8isyOE2akw5RDUOV9whSwNDW2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_1Vm44aluw7PMy2mfETHc3MvwQxx1_deep.npy,long,train
features/mel_dd_2c_coswara/long/sh8x9M4ZeXXllQvCiFENINxFf9h1_deep.npy,long,train
features/mel_dd_2c_coswara/long/XoXEyaVStbMpBgQXljyI59CPI4m1_deep.npy,long,train
features/mel_dd_2c_coswara/long/qwN4ODyxmhSTFKJvyukaejL3Pa53_deep.npy,long,train
features/mel_dd_2c_coswara/long/zga52aKD4sQJbsqwZg1RrLKjkus2_deep.npy,long,train
features/mel_dd_2c_coswara/long/KL32QXSSnLZlRRT2B6rQQQKgpx12_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200415_2SLFvRD3jTUJc8iOMnN2XHG3uXv1_deep.npy,long,train
features/mel_dd_2c_coswara/long/4MHkshbYMIYZtzzFwqG7HbWOqrn2_deep.npy,long,train
features/mel_dd_2c_coswara/long/4mg0uaY0GYTtgo4hvP2APxs7zhL2_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200413_0Rlzhiz6bybk77wdLjxwy7yLDhg1_deep.npy,long,train
features/mel_dd_2c_coswara/long/1gKYFXop8UQtz5vrzrbVcnjX0Vi1_deep.npy,long,train
features/mel_dd_2c_coswara/long/20200413_n4t5cgNQKXO3F8KP55vWOgYWcXC3_deep.npy,long,train
